workerid,proliferate.condition,attention,comments,id,response,sentence_a,sentence_b,shift_a,shift_b,slide_number_in_experiment,error
110,Group 3,,,412,6,John takes apart the television remote from Craiglist.,John takes the television remote from Craiglist apart.,0,1,7,
110,Group 3,,,228,6,John sent a written letter with bank information for the financial account to his extended family from the farms in the plains in Kansas.,John sent his extended family from the farms in the plains in Kansas a written letter with bank information for the financial account.,0,1,8,
110,Group 3,0,,attention,,,,,,9,
110,Group 3,,,88,5,Melissa prepared for the party a multilevel vanilla sponge cake with pink bows.,Melissa prepared a multilevel vanilla sponge cake with pink bows for the party.,1,0,10,
110,Group 3,,,75,4,Melissa baked in her kitchen a present with red ribbon.,Melissa baked a present with red ribbon in her kitchen.,1,0,11,
110,Group 3,,,461,2,John looks up the popular Italian restaurant with the famous pasta.,John looks the popular Italian restaurant with the famous pasta up.,1,0,12,
110,Group 3,,,331,6,Janet argued about the failing project in the data during the dedicated internal complaints meeting.,Janet argued during the dedicated internal complaints meeting about the failing project in the data.,1,0,13,
110,Group 3,0,,attention,,,,,,14,
110,Group 3,,,450,7,John looks up the new restaurant.,John looks the new restaurant up.,0,1,15,
110,Group 3,,,134,7,John showed the Baroque church building with the dome from Italy to the group with maps.,John showed the group with maps the Baroque church building with the dome from Italy.,0,1,16,
110,Group 3,,,413,6,John turned in his broken speed gun with radar.,John turned his broken speed gun with radar in.,0,1,17,
110,Group 3,,,451,6,John worked out the secret ambitious foolproof plan for the next season.,John worked the secret ambitious foolproof plan for the next season out.,0,1,18,
110,Group 3,0,,attention,,,,,,19,
110,Group 3,,,250,6,Janet drove with a large rented van with space for her supplies to the annual charity event in the convention center.,Janet drove to the annual charity event in the convention center with a large rented van with space for her supplies.,1,0,20,
110,Group 3,,,174,6,John gave a red car with drivers assistance for safe commuting to his trusted friend with the medical degree from Michigan.,John gave his trusted friend with the medical degree from Michigan a red car with drivers assistance for safe commuting.,1,0,21,
110,Group 3,,,99,5,Melissa presented to the team a large check from the hosts from the organization.,Melissa presented a large check from the hosts from the organization to the team.,1,0,22,
110,Group 3,,,467,2,John looks up the new popular Italian restaurant with the famous pasta with tomatoes.,John looks the new popular Italian restaurant with the famous pasta with tomatoes up.,1,0,23,
110,Group 3,0,,attention,,,,,,24,
110,Group 3,,,159,6,John prepared a grand feast of pie from the farm for the homeless man on the street.,John prepared the homeless man on the street a grand feast of pie from the farm.,0,1,25,
110,Group 3,,,197,4,John sent a red car with drivers assistance to his good trusted friend from Michigan.,John sent his good trusted friend from Michigan a red car with drivers assistance.,0,1,26,
110,Group 3,,,195,6,John made a hearty feast with chicken from the farm for his mother at the care home in Miami.,John made his mother at the care home in Miami a hearty feast with chicken from the farm.,0,1,27,
110,Group 3,,,372,2,Janet met at the cafe with her good friend Emily and her friends.,Janet met with her good friend Emily and her friends at the cafe.,0,1,28,
110,Group 3,0,,attention,,,,,,29,
128,Group 3,,,example1,2,,,,,2,
128,Group 3,,,example2,6,,,,,3,
128,Group 3,,,228,6,John sent a written letter with bank information for the financial account to his extended family from the farms in the plains in Kansas.,John sent his extended family from the farms in the plains in Kansas a written letter with bank information for the financial account.,0,1,5,
128,Group 3,,,197,6,John sent a red car with drivers assistance to his good trusted friend from Michigan.,John sent his good trusted friend from Michigan a red car with drivers assistance.,0,1,6,
128,Group 3,,,99,2,Melissa presented to the team a large check from the hosts from the organization.,Melissa presented a large check from the hosts from the organization to the team.,0,1,7,
128,Group 3,,,174,6,John gave a red car with drivers assistance for safe commuting to his trusted friend with the medical degree from Michigan.,John gave his trusted friend with the medical degree from Michigan a red car with drivers assistance for safe commuting.,0,1,8,
128,Group 3,0,,attention,,,,,,9,
128,Group 3,,,372,2,Janet met at the cafe with her good friend Emily and her friends.,Janet met with her good friend Emily and her friends at the cafe.,1,0,10,
128,Group 3,,,195,6,John made a hearty feast with chicken from the farm for his mother at the care home in Miami.,John made his mother at the care home in Miami a hearty feast with chicken from the farm.,1,0,11,
128,Group 3,,,451,1,John worked out the secret ambitious foolproof plan for the next season.,John worked the secret ambitious foolproof plan for the next season out.,1,0,12,
128,Group 3,,,467,2,John looks up the new popular Italian restaurant with the famous pasta with tomatoes.,John looks the new popular Italian restaurant with the famous pasta with tomatoes up.,1,0,13,
128,Group 3,0,,attention,,,,,,14,
128,Group 3,,,331,1,Janet argued about the failing project in the data during the dedicated internal complaints meeting.,Janet argued during the dedicated internal complaints meeting about the failing project in the data.,0,1,15,
128,Group 3,,,450,4,John looks up the new restaurant.,John looks the new restaurant up.,0,1,16,
128,Group 3,,,412,5,John takes apart the television remote from Craiglist.,John takes the television remote from Craiglist apart.,0,1,17,
128,Group 3,,,461,5,John looks up the popular Italian restaurant with the famous pasta.,John looks the popular Italian restaurant with the famous pasta up.,0,1,18,
128,Group 3,0,,attention,,,,,,19,
128,Group 3,,,88,6,Melissa prepared for the party a multilevel vanilla sponge cake with pink bows.,Melissa prepared a multilevel vanilla sponge cake with pink bows for the party.,1,0,20,
128,Group 3,,,413,2,John turned in his broken speed gun with radar.,John turned his broken speed gun with radar in.,1,0,21,
128,Group 3,,,134,1,John showed the Baroque church building with the dome from Italy to the group with maps.,John showed the group with maps the Baroque church building with the dome from Italy.,1,0,22,
128,Group 3,,,46,7,Melissa taught during the day courses for her graduate program on astronomy under the famous professor.,Melissa taught courses for her graduate program on astronomy under the famous professor during the day.,1,0,23,
128,Group 3,0,,attention,,,,,,24,
128,Group 3,,,75,1,Melissa baked in her kitchen a present with red ribbon.,Melissa baked a present with red ribbon in her kitchen.,0,1,25,
128,Group 3,,,250,2,Janet drove with a large rented van with space for her supplies to the annual charity event in the convention center.,Janet drove to the annual charity event in the convention center with a large rented van with space for her supplies.,0,1,26,
128,Group 3,,,159,2,John prepared a grand feast of pie from the farm for the homeless man on the street.,John prepared the homeless man on the street a grand feast of pie from the farm.,0,1,27,
128,Group 3,,,93,1,Melissa brought when she arrived cold sweet drinks from the bodega in her bag.,Melissa brought cold sweet drinks from the bodega in her bag when she arrived.,0,1,28,
128,Group 3,0,,attention,,,,,,29,
77,Group 17,,,example1,2,,,,,2,
77,Group 17,,,example2,6,,,,,3,
77,Group 17,,,26,2,Melissa enjoyed at the college strenuous courses on astronomy under the famous professor from NASA.,Melissa enjoyed strenuous courses on astronomy under the famous professor from NASA at the college.,0,1,5,
77,Group 17,,,399,6,John kept up the steady quick pace on the track for the race.,John kept the steady quick pace on the track for the race up.,0,1,6,
77,Group 17,,,162,6,John showed the Baroque church building with the dome by the famous artist from Italy to his older step sister in college for biology.,John showed his older step sister in college for biology the Baroque church building with the dome by the famous artist from Italy.,0,1,7,
77,Group 17,,,249,7,John cooked a feast of pie with chicken from the farm for his loyal friend in Ohio.,John cooked his loyal friend in Ohio a feast of pie with chicken from the farm.,0,1,8,
77,Group 17,0,,attention,,,,,,9,
77,Group 17,,,40,6,Melissa saw at the park the tall mysterious man with the axe from the forest.,Melissa saw the tall mysterious man with the axe from the forest at the park.,1,0,10,
77,Group 17,,,52,6,Melissa presented to the team an expensive check of $50k from the hosts from the organization.,Melissa presented an expensive check of $50k from the hosts from the organization to the team.,1,0,11,
77,Group 17,,,419,5,John turned down the jazz music from the band with steel guitars.,John turned the jazz music from the band with steel guitars down.,1,0,12,
77,Group 17,,,10,6,Melissa awarded at the ceremony a large check from the hosts.,Melissa awarded a large check from the hosts at the ceremony.,1,0,13,
77,Group 17,0,,attention,,,,,,14,
77,Group 17,,,337,6,Janet chatted about the disorganized failing project in the data for the analysis for the paper with her ignorant unprofessional boss from Cincinnati.,Janet chatted with her ignorant unprofessional boss from Cincinnati about the disorganized failing project in the data for the analysis for the paper.,0,1,15,
77,Group 17,,,77,5,Melissa taught at the college fascinating strenuous courses on astronomy under the famous professor from NASA.,Melissa taught fascinating strenuous courses on astronomy under the famous professor from NASA at the college.,0,1,16,
77,Group 17,,,25,3,Melissa saw at the park the tall rugged man with the axe.,Melissa saw the tall rugged man with the axe at the park.,0,1,17,
77,Group 17,,,262,5,Janet negotiatied about a generous raise for the budget with her new assigned economics team.,Janet negotiatied with her new assigned economics team about a generous raise for the budget.,0,1,18,
77,Group 17,0,,attention,,,,,,19,
77,Group 17,,,50,6,Melissa saw at the park her estranged friend.,Melissa saw her estranged friend at the park.,1,0,20,
77,Group 17,,,220,6,John rents vacation houses from a famous architect to American immigrants with college degrees from Texas.,John rents American immigrants with college degrees from Texas vacation houses from a famous architect.,1,0,21,
77,Group 17,,,24,7,Melissa gave to the team a trophy.,Melissa gave a trophy to the team.,1,0,22,
77,Group 17,,,23,6,Melissa met in the store the tall rugged mysterious man with the axe.,Melissa met the tall rugged mysterious man with the axe in the store.,1,0,23,
77,Group 17,0,,attention,,,,,,24,
77,Group 17,,,433,5,John threw away the smelly rotten trash from last week.,John threw the smelly rotten trash from last week away.,0,1,25,
77,Group 17,,,490,5,John called back his work friend.,John called his work friend back.,0,1,26,
77,Group 17,,,269,4,Janet argued about the catastrophic failing project with her new economics team for stock predictions.,Janet argued with her new economics team for stock predictions about the catastrophic failing project.,0,1,27,
77,Group 17,,,411,5,John brought up his young kids with red hair.,John brought his young kids with red hair up.,0,1,28,
77,Group 17,0,,attention,,,,,,29,
27,Group 17,,,example1,2,,,,,2,
27,Group 17,,,example2,5,,,,,3,
27,Group 17,,,52,6,Melissa presented to the team an expensive check of $50k from the hosts from the organization.,Melissa presented an expensive check of $50k from the hosts from the organization to the team.,0,1,5,
27,Group 17,,,419,7,John turned down the jazz music from the band with steel guitars.,John turned the jazz music from the band with steel guitars down.,0,1,6,
27,Group 17,,A doesnt make any sense,220,7,John rents vacation houses from a famous architect to American immigrants with college degrees from Texas.,John rents American immigrants with college degrees from Texas vacation houses from a famous architect.,0,1,7,
27,Group 17,,,490,2,John called back his work friend.,John called his work friend back.,0,1,8,
27,Group 17,0,,attention,,,,,,9,
27,Group 17,,,411,6,John brought up his young kids with red hair.,John brought his young kids with red hair up.,1,0,10,
27,Group 17,,,25,7,Melissa saw at the park the tall rugged man with the axe.,Melissa saw the tall rugged man with the axe at the park.,1,0,11,
27,Group 17,,,77,1,Melissa taught at the college fascinating strenuous courses on astronomy under the famous professor from NASA.,Melissa taught fascinating strenuous courses on astronomy under the famous professor from NASA at the college.,1,0,12,
27,Group 17,,,262,6,Janet negotiatied about a generous raise for the budget with her new assigned economics team.,Janet negotiatied with her new assigned economics team about a generous raise for the budget.,1,0,13,
27,Group 17,0,,attention,,,,,,14,
27,Group 17,,,399,6,John kept up the steady quick pace on the track for the race.,John kept the steady quick pace on the track for the race up.,0,1,15,
27,Group 17,,,337,2,Janet chatted about the disorganized failing project in the data for the analysis for the paper with her ignorant unprofessional boss from Cincinnati.,Janet chatted with her ignorant unprofessional boss from Cincinnati about the disorganized failing project in the data for the analysis for the paper.,0,1,16,
27,Group 17,,,26,2,Melissa enjoyed at the college strenuous courses on astronomy under the famous professor from NASA.,Melissa enjoyed strenuous courses on astronomy under the famous professor from NASA at the college.,0,1,17,
27,Group 17,,,40,2,Melissa saw at the park the tall mysterious man with the axe from the forest.,Melissa saw the tall mysterious man with the axe from the forest at the park.,0,1,18,
27,Group 17,0,,attention,,,,,,19,
27,Group 17,,,269,5,Janet argued about the catastrophic failing project with her new economics team for stock predictions.,Janet argued with her new economics team for stock predictions about the catastrophic failing project.,1,0,20,
27,Group 17,,,249,2,John cooked a feast of pie with chicken from the farm for his loyal friend in Ohio.,John cooked his loyal friend in Ohio a feast of pie with chicken from the farm.,1,0,21,
27,Group 17,,,23,7,Melissa met in the store the tall rugged mysterious man with the axe.,Melissa met the tall rugged mysterious man with the axe in the store.,1,0,22,
27,Group 17,,,10,6,Melissa awarded at the ceremony a large check from the hosts.,Melissa awarded a large check from the hosts at the ceremony.,1,0,23,
27,Group 17,0,,attention,,,,,,24,
27,Group 17,,,433,6,John threw away the smelly rotten trash from last week.,John threw the smelly rotten trash from last week away.,0,1,25,
27,Group 17,,,50,2,Melissa saw at the park her estranged friend.,Melissa saw her estranged friend at the park.,0,1,26,
27,Group 17,,,24,2,Melissa gave to the team a trophy.,Melissa gave a trophy to the team.,0,1,27,
27,Group 17,,,162,5,John showed the Baroque church building with the dome by the famous artist from Italy to his older step sister in college for biology.,John showed his older step sister in college for biology the Baroque church building with the dome by the famous artist from Italy.,0,1,28,
27,Group 17,0,,attention,,,,,,29,
127,Group 17,,,example1,3,,,,,2,
127,Group 17,,,example2,6,,,,,3,
127,Group 17,,,52,5,Melissa presented to the team an expensive check of $50k from the hosts from the organization.,Melissa presented an expensive check of $50k from the hosts from the organization to the team.,0,1,5,
127,Group 17,,Sentence A makes it seem like john is renting immigrants.,220,7,John rents vacation houses from a famous architect to American immigrants with college degrees from Texas.,John rents American immigrants with college degrees from Texas vacation houses from a famous architect.,0,1,6,
127,Group 17,,,26,1,Melissa enjoyed at the college strenuous courses on astronomy under the famous professor from NASA.,Melissa enjoyed strenuous courses on astronomy under the famous professor from NASA at the college.,0,1,7,
127,Group 17,,,23,3,Melissa met in the store the tall rugged mysterious man with the axe.,Melissa met the tall rugged mysterious man with the axe in the store.,0,1,8,
127,Group 17,0,,attention,,,,,,9,
127,Group 17,,,50,7,Melissa saw at the park her estranged friend.,Melissa saw her estranged friend at the park.,1,0,10,
127,Group 17,,,411,7,John brought up his young kids with red hair.,John brought his young kids with red hair up.,1,0,11,
127,Group 17,,,269,5,Janet argued about the catastrophic failing project with her new economics team for stock predictions.,Janet argued with her new economics team for stock predictions about the catastrophic failing project.,1,0,12,
127,Group 17,,,433,3,John threw away the smelly rotten trash from last week.,John threw the smelly rotten trash from last week away.,1,0,13,
127,Group 17,0,,attention,,,,,,14,
127,Group 17,,,419,4,John turned down the jazz music from the band with steel guitars.,John turned the jazz music from the band with steel guitars down.,0,1,15,
127,Group 17,,,490,3,John called back his work friend.,John called his work friend back.,0,1,16,
127,Group 17,,,399,2,John kept up the steady quick pace on the track for the race.,John kept the steady quick pace on the track for the race up.,0,1,17,
127,Group 17,,,262,4,Janet negotiatied about a generous raise for the budget with her new assigned economics team.,Janet negotiatied with her new assigned economics team about a generous raise for the budget.,0,1,18,
127,Group 17,0,,attention,,,,,,19,
127,Group 17,,,337,7,Janet chatted about the disorganized failing project in the data for the analysis for the paper with her ignorant unprofessional boss from Cincinnati.,Janet chatted with her ignorant unprofessional boss from Cincinnati about the disorganized failing project in the data for the analysis for the paper.,1,0,20,
127,Group 17,,,24,1,Melissa gave to the team a trophy.,Melissa gave a trophy to the team.,1,0,21,
127,Group 17,,,249,7,John cooked a feast of pie with chicken from the farm for his loyal friend in Ohio.,John cooked his loyal friend in Ohio a feast of pie with chicken from the farm.,1,0,22,
127,Group 17,,,162,6,John showed the Baroque church building with the dome by the famous artist from Italy to his older step sister in college for biology.,John showed his older step sister in college for biology the Baroque church building with the dome by the famous artist from Italy.,1,0,23,
127,Group 17,0,,attention,,,,,,24,
127,Group 17,,,77,2,Melissa taught at the college fascinating strenuous courses on astronomy under the famous professor from NASA.,Melissa taught fascinating strenuous courses on astronomy under the famous professor from NASA at the college.,0,1,25,
127,Group 17,,,25,2,Melissa saw at the park the tall rugged man with the axe.,Melissa saw the tall rugged man with the axe at the park.,0,1,26,
127,Group 17,,,40,6,Melissa saw at the park the tall mysterious man with the axe from the forest.,Melissa saw the tall mysterious man with the axe from the forest at the park.,0,1,27,
127,Group 17,,,10,2,Melissa awarded at the ceremony a large check from the hosts.,Melissa awarded a large check from the hosts at the ceremony.,0,1,28,
127,Group 17,0,,attention,,,,,,29,
108,Group 17,,,example1,1,,,,,2,
108,Group 17,,,example2,7,,,,,3,
108,Group 17,,,433,1,John threw away the smelly rotten trash from last week.,John threw the smelly rotten trash from last week away.,0,1,5,
108,Group 17,,,40,7,Melissa saw at the park the tall mysterious man with the axe from the forest.,Melissa saw the tall mysterious man with the axe from the forest at the park.,0,1,6,
108,Group 17,,,25,1,Melissa saw at the park the tall rugged man with the axe.,Melissa saw the tall rugged man with the axe at the park.,0,1,7,
108,Group 17,,,269,7,Janet argued about the catastrophic failing project with her new economics team for stock predictions.,Janet argued with her new economics team for stock predictions about the catastrophic failing project.,0,1,8,
108,Group 17,0,,attention,,,,,,9,
108,Group 17,,,490,1,John called back his work friend.,John called his work friend back.,1,0,10,
108,Group 17,,,411,7,John brought up his young kids with red hair.,John brought his young kids with red hair up.,1,0,11,
108,Group 17,,,399,1,John kept up the steady quick pace on the track for the race.,John kept the steady quick pace on the track for the race up.,1,0,12,
108,Group 17,,,26,4,Melissa enjoyed at the college strenuous courses on astronomy under the famous professor from NASA.,Melissa enjoyed strenuous courses on astronomy under the famous professor from NASA at the college.,1,0,13,
108,Group 17,0,,attention,,,,,,14,
108,Group 17,,,162,7,John showed the Baroque church building with the dome by the famous artist from Italy to his older step sister in college for biology.,John showed his older step sister in college for biology the Baroque church building with the dome by the famous artist from Italy.,0,1,15,
108,Group 17,,,337,7,Janet chatted about the disorganized failing project in the data for the analysis for the paper with her ignorant unprofessional boss from Cincinnati.,Janet chatted with her ignorant unprofessional boss from Cincinnati about the disorganized failing project in the data for the analysis for the paper.,0,1,16,
108,Group 17,,,50,1,Melissa saw at the park her estranged friend.,Melissa saw her estranged friend at the park.,0,1,17,
108,Group 17,,,419,7,John turned down the jazz music from the band with steel guitars.,John turned the jazz music from the band with steel guitars down.,0,1,18,
108,Group 17,0,,attention,,,,,,19,
108,Group 17,,,77,4,Melissa taught at the college fascinating strenuous courses on astronomy under the famous professor from NASA.,Melissa taught fascinating strenuous courses on astronomy under the famous professor from NASA at the college.,1,0,20,
108,Group 17,,,262,7,Janet negotiatied about a generous raise for the budget with her new assigned economics team.,Janet negotiatied with her new assigned economics team about a generous raise for the budget.,1,0,21,
108,Group 17,,,249,7,John cooked a feast of pie with chicken from the farm for his loyal friend in Ohio.,John cooked his loyal friend in Ohio a feast of pie with chicken from the farm.,1,0,22,
108,Group 17,,,23,7,Melissa met in the store the tall rugged mysterious man with the axe.,Melissa met the tall rugged mysterious man with the axe in the store.,1,0,23,
108,Group 17,0,,attention,,,,,,24,
108,Group 17,,,220,7,John rents vacation houses from a famous architect to American immigrants with college degrees from Texas.,John rents American immigrants with college degrees from Texas vacation houses from a famous architect.,0,1,25,
108,Group 17,,,10,1,Melissa awarded at the ceremony a large check from the hosts.,Melissa awarded a large check from the hosts at the ceremony.,0,1,26,
108,Group 17,,,52,7,Melissa presented to the team an expensive check of $50k from the hosts from the organization.,Melissa presented an expensive check of $50k from the hosts from the organization to the team.,0,1,27,
108,Group 17,,,24,1,Melissa gave to the team a trophy.,Melissa gave a trophy to the team.,0,1,28,
108,Group 17,0,,attention,,,,,,29,
53,Group 17,,,example1,1,,,,,2,
53,Group 17,,,example2,7,,,,,3,
53,Group 17,,,411,2,John brought up his young kids with red hair.,John brought his young kids with red hair up.,0,1,5,
53,Group 17,,,77,5,Melissa taught at the college fascinating strenuous courses on astronomy under the famous professor from NASA.,Melissa taught fascinating strenuous courses on astronomy under the famous professor from NASA at the college.,0,1,6,
53,Group 17,,,25,4,Melissa saw at the park the tall rugged man with the axe.,Melissa saw the tall rugged man with the axe at the park.,0,1,7,
53,Group 17,,,162,7,John showed the Baroque church building with the dome by the famous artist from Italy to his older step sister in college for biology.,John showed his older step sister in college for biology the Baroque church building with the dome by the famous artist from Italy.,0,1,8,
53,Group 17,0,,attention,,,,,,9,
53,Group 17,,,52,2,Melissa presented to the team an expensive check of $50k from the hosts from the organization.,Melissa presented an expensive check of $50k from the hosts from the organization to the team.,1,0,10,
53,Group 17,,,433,2,John threw away the smelly rotten trash from last week.,John threw the smelly rotten trash from last week away.,1,0,11,
53,Group 17,,,337,5,Janet chatted about the disorganized failing project in the data for the analysis for the paper with her ignorant unprofessional boss from Cincinnati.,Janet chatted with her ignorant unprofessional boss from Cincinnati about the disorganized failing project in the data for the analysis for the paper.,1,0,12,
53,Group 17,,,26,5,Melissa enjoyed at the college strenuous courses on astronomy under the famous professor from NASA.,Melissa enjoyed strenuous courses on astronomy under the famous professor from NASA at the college.,1,0,13,
53,Group 17,0,,attention,,,,,,14,
53,Group 17,,,419,3,John turned down the jazz music from the band with steel guitars.,John turned the jazz music from the band with steel guitars down.,0,1,15,
53,Group 17,,,399,6,John kept up the steady quick pace on the track for the race.,John kept the steady quick pace on the track for the race up.,0,1,16,
53,Group 17,,,269,2,Janet argued about the catastrophic failing project with her new economics team for stock predictions.,Janet argued with her new economics team for stock predictions about the catastrophic failing project.,0,1,17,
53,Group 17,,,220,6,John rents vacation houses from a famous architect to American immigrants with college degrees from Texas.,John rents American immigrants with college degrees from Texas vacation houses from a famous architect.,0,1,18,
53,Group 17,0,,attention,,,,,,19,
53,Group 17,,,490,2,John called back his work friend.,John called his work friend back.,1,0,20,
53,Group 17,,,23,6,Melissa met in the store the tall rugged mysterious man with the axe.,Melissa met the tall rugged mysterious man with the axe in the store.,1,0,21,
53,Group 17,,,24,5,Melissa gave to the team a trophy.,Melissa gave a trophy to the team.,1,0,22,
53,Group 17,,,262,3,Janet negotiatied about a generous raise for the budget with her new assigned economics team.,Janet negotiatied with her new assigned economics team about a generous raise for the budget.,1,0,23,
53,Group 17,0,,attention,,,,,,24,
53,Group 17,,,50,2,Melissa saw at the park her estranged friend.,Melissa saw her estranged friend at the park.,0,1,25,
53,Group 17,,,40,6,Melissa saw at the park the tall mysterious man with the axe from the forest.,Melissa saw the tall mysterious man with the axe from the forest at the park.,0,1,26,
53,Group 17,,,249,6,John cooked a feast of pie with chicken from the farm for his loyal friend in Ohio.,John cooked his loyal friend in Ohio a feast of pie with chicken from the farm.,0,1,27,
53,Group 17,,,10,6,Melissa awarded at the ceremony a large check from the hosts.,Melissa awarded a large check from the hosts at the ceremony.,0,1,28,
53,Group 17,0,,attention,,,,,,29,
75,Group 1,,,example1,2,,,,,2,
75,Group 1,,,example2,6,,,,,3,
75,Group 1,,friendly roomate nearer the beginning is more natural,243,2,John mailed a red car for safe commuting to his sweet friendly roommate from Dubai.,John mailed his sweet friendly roommate from Dubai a red car for safe commuting.,0,1,5,
75,Group 1,,not much difference really both unnatural,1,3,Melissa gave for the competition a gold trophy with her name for her performance.,Melissa gave a gold trophy with her name for her performance for the competition.,0,1,6,
75,Group 1,,description of socks then country more natural,464,1,John put on his striped socks with lace edges from Sweden.,John put his striped socks with lace edges from Sweden on.,0,1,7,
75,Group 1,,just sounds slightly better,55,5,Melissa presented at the ceremony a gold trophy with her name for her performance.,Melissa presented a gold trophy with her name for her performance at the ceremony.,0,1,8,
75,Group 1,0,,attention,,,,,,9,
75,Group 1,,,79,7,Melissa made over the weekend vegan muffins with white frosting with egg substitute.,Melissa made vegan muffins with white frosting with egg substitute over the weekend.,1,0,10,
75,Group 1,,,306,1,Janet drove in her electric car to the folk concert on fourth street.,Janet drove to the folk concert on fourth street in her electric car.,1,0,11,
75,Group 1,,,95,7,Melissa gave to the team a trophy with her name.,Melissa gave a trophy with her name to the team.,1,0,12,
75,Group 1,,,113,7,Melissa prepared in her kitchen a blue vanilla cake with her name.,Melissa prepared a blue vanilla cake with her name in her kitchen.,1,0,13,
75,Group 1,1,,attention,,,,,,14,
75,Group 1,,,201,7,John left chicken soup with vegetables for his friend in Ohio.,John left his friend in Ohio chicken soup with vegetables.,0,1,15,
75,Group 1,,,56,1,Melissa took during the day courses on astronomy from NASA.,Melissa took courses on astronomy from NASA during the day.,0,1,16,
75,Group 1,,,236,6,John cooked a grand hearty feast with chicken for his large hungry family with extended relatives from Mississippi.,John cooked his large hungry family with extended relatives from Mississippi a grand hearty feast with chicken.,0,1,17,
75,Group 1,,,381,7,John put out a long statement from his client for the press.,John put a long statement from his client for the press out.,0,1,18,
75,Group 1,0,,attention,,,,,,19,
75,Group 1,,,458,6,John called off his small arranged family wedding in the churchouse.,John called his small arranged family wedding in the churchouse off.,1,0,20,
75,Group 1,,,245,7,John showed his handmade outfit to his tall older step sister.,John showed his tall older step sister his handmade outfit.,1,0,21,
75,Group 1,,,242,6,John built a big fast boat for the homeless citizens without shelter in a city.,John built the homeless citizens without shelter in a city a big fast boat.,1,0,22,
75,Group 1,,,289,4,Janet chatted about the project in the data for the analysis for the paper with her new assigned team for stock predictions in the company.,Janet chatted with her new assigned team for stock predictions in the company about the project in the data for the analysis for the paper.,1,0,23,
75,Group 1,0,,attention,,,,,,24,
75,Group 1,,,5,1,Melissa prepared over the weekend blueberry muffins.,Melissa prepared blueberry muffins over the weekend.,0,1,25,
75,Group 1,,,356,5,Janet negotiatied about the catastrophic project in the data for the paper with her rude unprofessional boss from Cincinnati.,Janet negotiatied with her rude unprofessional boss from Cincinnati about the catastrophic project in the data for the paper.,0,1,26,
75,Group 1,,,70,1,Melissa prepared for the party a wrapped present with red ribbon.,Melissa prepared a wrapped present with red ribbon for the party.,0,1,27,
75,Group 1,,,189,7,John built a beautiful big house with a deck for fishing by the lake for his unemployed sick younger brother with cancer.,John built his unemployed sick younger brother with cancer a beautiful big house with a deck for fishing by the lake.,0,1,28,
75,Group 1,0,,attention,,,,,,29,
125,Group 1,,,example1,3,,,,,2,
125,Group 1,,,example2,5,,,,,3,
125,Group 1,,,242,6,John built a big fast boat for the homeless citizens without shelter in a city.,John built the homeless citizens without shelter in a city a big fast boat.,0,1,5,
125,Group 1,,That's how I will write it,464,5,John put on his striped socks with lace edges from Sweden.,John put his striped socks with lace edges from Sweden on.,0,1,6,
125,Group 1,,,201,7,John left chicken soup with vegetables for his friend in Ohio.,John left his friend in Ohio chicken soup with vegetables.,0,1,7,
125,Group 1,,,56,2,Melissa took during the day courses on astronomy from NASA.,Melissa took courses on astronomy from NASA during the day.,0,1,8,
125,Group 1,0,,attention,,,,,,9,
125,Group 1,,,189,5,John built a beautiful big house with a deck for fishing by the lake for his unemployed sick younger brother with cancer.,John built his unemployed sick younger brother with cancer a beautiful big house with a deck for fishing by the lake.,1,0,10,
125,Group 1,,,55,3,Melissa presented at the ceremony a gold trophy with her name for her performance.,Melissa presented a gold trophy with her name for her performance at the ceremony.,1,0,11,
125,Group 1,,,243,5,John mailed a red car for safe commuting to his sweet friendly roommate from Dubai.,John mailed his sweet friendly roommate from Dubai a red car for safe commuting.,1,0,12,
125,Group 1,,,70,7,Melissa prepared for the party a wrapped present with red ribbon.,Melissa prepared a wrapped present with red ribbon for the party.,1,0,13,
125,Group 1,0,,attention,,,,,,14,
125,Group 1,,,356,6,Janet negotiatied about the catastrophic project in the data for the paper with her rude unprofessional boss from Cincinnati.,Janet negotiatied with her rude unprofessional boss from Cincinnati about the catastrophic project in the data for the paper.,0,1,15,
125,Group 1,,,1,3,Melissa gave for the competition a gold trophy with her name for her performance.,Melissa gave a gold trophy with her name for her performance for the competition.,0,1,16,
125,Group 1,,,381,5,John put out a long statement from his client for the press.,John put a long statement from his client for the press out.,0,1,17,
125,Group 1,,,289,5,Janet chatted about the project in the data for the analysis for the paper with her new assigned team for stock predictions in the company.,Janet chatted with her new assigned team for stock predictions in the company about the project in the data for the analysis for the paper.,0,1,18,
125,Group 1,0,,attention,,,,,,19,
125,Group 1,,,79,5,Melissa made over the weekend vegan muffins with white frosting with egg substitute.,Melissa made vegan muffins with white frosting with egg substitute over the weekend.,1,0,20,
125,Group 1,,,245,2,John showed his handmade outfit to his tall older step sister.,John showed his tall older step sister his handmade outfit.,1,0,21,
125,Group 1,,,236,3,John cooked a grand hearty feast with chicken for his large hungry family with extended relatives from Mississippi.,John cooked his large hungry family with extended relatives from Mississippi a grand hearty feast with chicken.,1,0,22,
125,Group 1,,,113,6,Melissa prepared in her kitchen a blue vanilla cake with her name.,Melissa prepared a blue vanilla cake with her name in her kitchen.,1,0,23,
125,Group 1,0,,attention,,,,,,24,
125,Group 1,,,306,3,Janet drove in her electric car to the folk concert on fourth street.,Janet drove to the folk concert on fourth street in her electric car.,0,1,25,
